entity_head	relation	entity_tail
m.01973sv	3	20
m.01973sv	3	147
m.01973sv	3	89
m.01973sv	3	85
m.01973sv	3	43
m.01973sv	3	173
m.0f4bf3g	3	1239
m.0f4bf3g	3	85
m.0f4bf3g	3	230
m.0f4bf3g	3	12
m.0f4bf3g	3	20
m.0f4bf3g	3	110
m.0f4bf3g	3	1119
m.0f4bf3g	3	128
m.0f4bf3g	3	39
m.0f4bf3g	3	730
m.0f4bf3g	3	1287
m.0f4bf3g	3	459
m.0f4bf3g	3	1467
m.0f4bf3g	3	46
m.0f4bf3g	3	1487
m.0f4bf3g	3	50
m.0f4bf3g	3	48
m.0f4bf3g	3	68
m.0f4bf3g	3	1026
m.0frv_hg	3	1239
m.0frv_hg	3	85
m.0frv_hg	3	230
m.0frv_hg	3	12
m.0frv_hg	3	20
m.0frv_hg	3	110
m.0frv_hg	3	1119
m.0frv_hg	3	128
m.0frv_hg	3	39
m.0frv_hg	3	730
m.0frv_hg	3	1287
m.0frv_hg	3	459
m.0frv_hg	3	1467
m.0frv_hg	3	46
m.0frv_hg	3	1487
m.0frv_hg	3	50
m.0frv_hg	3	48
m.0frv_hg	3	68
m.0frv_hg	3	1026
m.016csp8	3	1239
m.016csp8	3	85
m.016csp8	3	230
m.016csp8	3	12
m.016csp8	3	20
m.016csp8	3	110
m.016csp8	3	1119
m.016csp8	3	128
m.016csp8	3	39
m.016csp8	3	730
m.016csp8	3	1287
m.016csp8	3	459
m.016csp8	3	1467
m.016csp8	3	46
m.016csp8	3	1487
m.016csp8	3	50
m.016csp8	3	48
m.016csp8	3	68
m.016csp8	3	1026
m.0w4tmt	3	1239
m.0w4tmt	3	85
m.0w4tmt	3	230
m.0w4tmt	3	12
m.0w4tmt	3	20
m.0w4tmt	3	110
m.0w4tmt	3	1119
m.0w4tmt	3	128
m.0w4tmt	3	39
m.0w4tmt	3	730
m.0w4tmt	3	1287
m.0w4tmt	3	459
m.0w4tmt	3	1467
m.0w4tmt	3	46
m.0w4tmt	3	1487
m.0w4tmt	3	50
m.0w4tmt	3	48
m.0w4tmt	3	68
m.0w4tmt	3	1026
m.0dmv976	3	34
m.0dmv976	3	1487
m.0dmv976	3	1271
m.0dmv976	3	848
m.0dmv976	3	20
m.0dmv976	3	18
m.0dmv976	3	1069
m.0dmv976	3	1287
m.0dmv976	3	137
m.0dmv976	3	38
m.0dmv976	3	230
m.0dmv976	3	39
m.0dmv976	3	444
m.0dmv976	3	68
m.0dmv976	3	427
m.0lq92f	3	20
m.0lq92f	3	1287
m.0lq92f	3	1463
m.0lq92f	3	68
m.0lq92f	3	56
m.0lq92f	3	1271
m.0lq92f	3	19
m.0lq92f	3	1045
m.0lq92f	3	173
m.0lq92f	3	78
m.0lq92f	3	18
m.0lq92f	3	191
m.0lq92f	3	143
m.0lq92f	3	167
m.0lq92f	3	30
m.0lq92f	3	0
m.0lq92f	3	230
m.0lq92f	3	529
m.0lq92f	3	1014
m.0dqsg80	3	20
m.0dqsg80	3	1287
m.0dqsg80	3	1463
m.0dqsg80	3	68
m.0dqsg80	3	56
m.0dqsg80	3	1271
m.0dqsg80	3	19
m.0dqsg80	3	1045
m.0dqsg80	3	173
m.0dqsg80	3	78
m.0dqsg80	3	18
m.0dqsg80	3	191
m.0dqsg80	3	143
m.0dqsg80	3	167
m.0dqsg80	3	30
m.0dqsg80	3	0
m.0dqsg80	3	230
m.0dqsg80	3	529
m.0dqsg80	3	1014
m.0m7jzc	3	20
m.0m7jzc	3	1287
m.0m7jzc	3	1463
m.0m7jzc	3	68
m.0m7jzc	3	56
m.0m7jzc	3	1271
m.0m7jzc	3	19
m.0m7jzc	3	1045
m.0m7jzc	3	173
m.0m7jzc	3	78
m.0m7jzc	3	18
m.0m7jzc	3	191
m.0m7jzc	3	143
m.0m7jzc	3	167
m.0m7jzc	3	30
m.0m7jzc	3	0
m.0m7jzc	3	230
m.0m7jzc	3	529
m.0m7jzc	3	1014
m.0qd07x	3	20
m.0qd07x	3	1287
m.0qd07x	3	1463
m.0qd07x	3	68
m.0qd07x	3	56
m.0qd07x	3	1271
m.0qd07x	3	19
m.0qd07x	3	1045
m.0qd07x	3	173
m.0qd07x	3	78
m.0qd07x	3	18
m.0qd07x	3	191
m.0qd07x	3	143
m.0qd07x	3	167
m.0qd07x	3	30
m.0qd07x	3	0
m.0qd07x	3	230
m.0qd07x	3	529
m.0qd07x	3	1014
m.0lj9dm	3	1239
m.0lj9dm	3	50
m.0lj9dm	3	20
m.0lj9dm	3	85
m.0lj9dm	3	0
m.0lj9dm	3	89
m.0lj9dm	3	147
m.0lj9dm	3	39
m.0lj9dm	3	173
m.010nwz3	3	1239
m.010nwz3	3	50
m.010nwz3	3	20
m.010nwz3	3	85
m.010nwz3	3	0
m.010nwz3	3	89
m.010nwz3	3	147
m.010nwz3	3	39
m.010nwz3	3	173
m.0xn617	3	1239
m.0xn617	3	50
m.0xn617	3	20
m.0xn617	3	85
m.0xn617	3	0
m.0xn617	3	89
m.0xn617	3	147
m.0xn617	3	39
m.0xn617	3	173
m.0lrtn3	3	1239
m.0lrtn3	3	50
m.0lrtn3	3	20
m.0lrtn3	3	85
m.0lrtn3	3	0
m.0lrtn3	3	89
m.0lrtn3	3	147
m.0lrtn3	3	39
m.0lrtn3	3	173
m.0mf130	3	1239
m.0mf130	3	50
m.0mf130	3	20
m.0mf130	3	85
m.0mf130	3	0
m.0mf130	3	89
m.0mf130	3	147
m.0mf130	3	39
m.0mf130	3	173
m.0mksc_	3	1239
m.0mksc_	3	50
m.0mksc_	3	20
m.0mksc_	3	85
m.0mksc_	3	0
m.0mksc_	3	89
m.0mksc_	3	147
m.0mksc_	3	39
m.0mksc_	3	173
m.0mkscs	3	1239
m.0mkscs	3	50
m.0mkscs	3	20
m.0mkscs	3	85
m.0mkscs	3	0
m.0mkscs	3	89
m.0mkscs	3	147
m.0mkscs	3	39
m.0mkscs	3	173
m.0mkscb	3	1239
m.0mkscb	3	50
m.0mkscb	3	20
m.0mkscb	3	85
m.0mkscb	3	0
m.0mkscb	3	89
m.0mkscb	3	147
m.0mkscb	3	39
m.0mkscb	3	173
m.0lknr5	3	1239
m.0lknr5	3	50
m.0lknr5	3	20
m.0lknr5	3	85
m.0lknr5	3	0
m.0lknr5	3	89
m.0lknr5	3	147
m.0lknr5	3	39
m.0lknr5	3	173
m.0lknsq	3	1239
m.0lknsq	3	50
m.0lknsq	3	20
m.0lknsq	3	85
m.0lknsq	3	0
m.0lknsq	3	89
m.0lknsq	3	147
m.0lknsq	3	39
m.0lknsq	3	173
m.0rh_gd	3	1239
m.0rh_gd	3	50
m.0rh_gd	3	20
m.0rh_gd	3	85
m.0rh_gd	3	0
m.0rh_gd	3	89
m.0rh_gd	3	147
m.0rh_gd	3	39
m.0rh_gd	3	173
m.01d29x_	3	1239
m.01d29x_	3	50
m.01d29x_	3	20
m.01d29x_	3	85
m.01d29x_	3	0
m.01d29x_	3	89
m.01d29x_	3	147
m.01d29x_	3	39
m.01d29x_	3	173
m.01d29z9	3	1239
m.01d29z9	3	50
m.01d29z9	3	20
m.01d29z9	3	85
m.01d29z9	3	0
m.01d29z9	3	89
m.01d29z9	3	147
m.01d29z9	3	39
m.01d29z9	3	173
m.01d29z2	3	1239
m.01d29z2	3	50
m.01d29z2	3	20
m.01d29z2	3	85
m.01d29z2	3	0
m.01d29z2	3	89
m.01d29z2	3	147
m.01d29z2	3	39
m.01d29z2	3	173
m.01d29xk	3	1239
m.01d29xk	3	50
m.01d29xk	3	20
m.01d29xk	3	85
m.01d29xk	3	0
m.01d29xk	3	89
m.01d29xk	3	147
m.01d29xk	3	39
m.01d29xk	3	173
m.0mfgnl	3	1239
m.0mfgnl	3	50
m.0mfgnl	3	20
m.0mfgnl	3	85
m.0mfgnl	3	0
m.0mfgnl	3	89
m.0mfgnl	3	147
m.0mfgnl	3	39
m.0mfgnl	3	173
m.0mfgmy	3	1239
m.0mfgmy	3	50
m.0mfgmy	3	20
m.0mfgmy	3	85
m.0mfgmy	3	0
m.0mfgmy	3	89
m.0mfgmy	3	147
m.0mfgmy	3	39
m.0mfgmy	3	173
m.0q1ygz	3	1239
m.0q1ygz	3	50
m.0q1ygz	3	20
m.0q1ygz	3	85
m.0q1ygz	3	0
m.0q1ygz	3	89
m.0q1ygz	3	147
m.0q1ygz	3	39
m.0q1ygz	3	173
m.0y_hj2	3	1239
m.0y_hj2	3	50
m.0y_hj2	3	20
m.0y_hj2	3	85
m.0y_hj2	3	0
m.0y_hj2	3	89
m.0y_hj2	3	147
m.0y_hj2	3	39
m.0y_hj2	3	173
m.013x0bb	3	1239
m.013x0bb	3	50
m.013x0bb	3	20
m.013x0bb	3	85
m.013x0bb	3	0
m.013x0bb	3	89
m.013x0bb	3	147
m.013x0bb	3	39
m.013x0bb	3	173
m.0rfllk	3	1239
m.0rfllk	3	50
m.0rfllk	3	20
m.0rfllk	3	85
m.0rfllk	3	0
m.0rfllk	3	89
m.0rfllk	3	147
m.0rfllk	3	39
m.0rfllk	3	173
m.0rfll3	3	1239
m.0rfll3	3	50
m.0rfll3	3	20
m.0rfll3	3	85
m.0rfll3	3	0
m.0rfll3	3	89
m.0rfll3	3	147
m.0rfll3	3	39
m.0rfll3	3	173
m.0rflk7	3	1239
m.0rflk7	3	50
m.0rflk7	3	20
m.0rflk7	3	85
m.0rflk7	3	0
m.0rflk7	3	89
m.0rflk7	3	147
m.0rflk7	3	39
m.0rflk7	3	173
m.0mmlj4	3	1239
m.0mmlj4	3	50
m.0mmlj4	3	20
m.0mmlj4	3	85
m.0mmlj4	3	0
m.0mmlj4	3	89
m.0mmlj4	3	147
m.0mmlj4	3	39
m.0mmlj4	3	173
m.0fqhj1m	3	1239
m.0fqhj1m	3	50
m.0fqhj1m	3	20
m.0fqhj1m	3	85
m.0fqhj1m	3	0
m.0fqhj1m	3	89
m.0fqhj1m	3	147
m.0fqhj1m	3	39
m.0fqhj1m	3	173
m.0lknv0	3	1239
m.0lknv0	3	50
m.0lknv0	3	20
m.0lknv0	3	85
m.0lknv0	3	0
m.0lknv0	3	89
m.0lknv0	3	147
m.0lknv0	3	39
m.0lknv0	3	173
m.0ljqxs	3	1239
m.0ljqxs	3	50
m.0ljqxs	3	20
m.0ljqxs	3	85
m.0ljqxs	3	0
m.0ljqxs	3	89
m.0ljqxs	3	147
m.0ljqxs	3	39
m.0ljqxs	3	173
m.0ljqwx	3	1239
m.0ljqwx	3	50
m.0ljqwx	3	20
m.0ljqwx	3	85
m.0ljqwx	3	0
m.0ljqwx	3	89
m.0ljqwx	3	147
m.0ljqwx	3	39
m.0ljqwx	3	173
m.0mmlk0	3	1239
m.0mmlk0	3	50
m.0mmlk0	3	20
m.0mmlk0	3	85
m.0mmlk0	3	0
m.0mmlk0	3	89
m.0mmlk0	3	147
m.0mmlk0	3	39
m.0mmlk0	3	173
m.0lknv7	3	1239
m.0lknv7	3	50
m.0lknv7	3	20
m.0lknv7	3	85
m.0lknv7	3	0
m.0lknv7	3	89
m.0lknv7	3	147
m.0lknv7	3	39
m.0lknv7	3	173
m.0mksbg	3	1239
m.0mksbg	3	50
m.0mksbg	3	20
m.0mksbg	3	85
m.0mksbg	3	0
m.0mksbg	3	89
m.0mksbg	3	147
m.0mksbg	3	39
m.0mksbg	3	173
m.0ljqx_	3	1239
m.0ljqx_	3	50
m.0ljqx_	3	20
m.0ljqx_	3	85
m.0ljqx_	3	0
m.0ljqx_	3	89
m.0ljqx_	3	147
m.0ljqx_	3	39
m.0ljqx_	3	173
m.0ljzhl	3	1239
m.0ljzhl	3	50
m.0ljzhl	3	20
m.0ljzhl	3	85
m.0ljzhl	3	0
m.0ljzhl	3	89
m.0ljzhl	3	147
m.0ljzhl	3	39
m.0ljzhl	3	173
m.0ljzj7	3	1239
m.0ljzj7	3	50
m.0ljzj7	3	20
m.0ljzj7	3	85
m.0ljzj7	3	0
m.0ljzj7	3	89
m.0ljzj7	3	147
m.0ljzj7	3	39
m.0ljzj7	3	173
m.0bwpzt	3	20
m.0bwpzt	3	50
m.0bwpzt	3	32
m.0bwpzt	3	130
m.0bwpzt	3	1
m.0bwpzt	3	12
m.0bwpzt	3	1239
m.0bwpzt	3	1271
m.0bwpzt	3	1287
m.0bwpzt	3	18
m.0bwpzt	3	69
m.0bwpzt	3	130
m.0bwpzt	3	1744
m.0bwpzt	3	848
m.0bwpzt	3	173
m.0bwpzt	3	68
m.0bwpzt	3	227
m.0bwpzt	3	1393
m.0bwpzt	3	1463
m.01c9t8t	3	20
m.01c9t8t	3	50
m.01c9t8t	3	32
m.01c9t8t	3	130
m.01c9t8t	3	1
m.01c9t8t	3	12
m.01c9t8t	3	1239
m.01c9t8t	3	1271
m.01c9t8t	3	1287
m.01c9t8t	3	18
m.01c9t8t	3	69
m.01c9t8t	3	130
m.01c9t8t	3	1744
m.01c9t8t	3	848
m.01c9t8t	3	173
m.01c9t8t	3	68
m.01c9t8t	3	227
m.01c9t8t	3	1393
m.01c9t8t	3	1463
m.0dtrn11	3	20
m.0dtrn11	3	50
m.0dtrn11	3	32
m.0dtrn11	3	130
m.0dtrn11	3	1
m.0dtrn11	3	12
m.0dtrn11	3	1239
m.0dtrn11	3	1271
m.0dtrn11	3	1287
m.0dtrn11	3	18
m.0dtrn11	3	69
m.0dtrn11	3	130
m.0dtrn11	3	1744
m.0dtrn11	3	848
m.0dtrn11	3	173
m.0dtrn11	3	68
m.0dtrn11	3	227
m.0dtrn11	3	1393
m.0dtrn11	3	1463
m.0x72c7y	3	20
m.0x72c7y	3	50
m.0x72c7y	3	32
m.0x72c7y	3	130
m.0x72c7y	3	1
m.0x72c7y	3	12
m.0x72c7y	3	1239
m.0x72c7y	3	1271
m.0x72c7y	3	1287
m.0x72c7y	3	18
m.0x72c7y	3	69
m.0x72c7y	3	130
m.0x72c7y	3	1744
m.0x72c7y	3	848
m.0x72c7y	3	173
m.0x72c7y	3	68
m.0x72c7y	3	227
m.0x72c7y	3	1393
m.0x72c7y	3	1463
m.01c9sx3	3	20
m.01c9sx3	3	50
m.01c9sx3	3	32
m.01c9sx3	3	130
m.01c9sx3	3	1
m.01c9sx3	3	12
m.01c9sx3	3	1239
m.01c9sx3	3	1271
m.01c9sx3	3	1287
m.01c9sx3	3	18
m.01c9sx3	3	69
m.01c9sx3	3	130
m.01c9sx3	3	1744
m.01c9sx3	3	848
m.01c9sx3	3	173
m.01c9sx3	3	68
m.01c9sx3	3	227
m.01c9sx3	3	1393
m.01c9sx3	3	1463
m.0_zlpcg	3	20
m.0_zlpcg	3	50
m.0_zlpcg	3	32
m.0_zlpcg	3	130
m.0_zlpcg	3	1
m.0_zlpcg	3	12
m.0_zlpcg	3	1239
m.0_zlpcg	3	1271
m.0_zlpcg	3	1287
m.0_zlpcg	3	18
m.0_zlpcg	3	69
m.0_zlpcg	3	130
m.0_zlpcg	3	1744
m.0_zlpcg	3	848
m.0_zlpcg	3	173
m.0_zlpcg	3	68
m.0_zlpcg	3	227
m.0_zlpcg	3	1393
m.0_zlpcg	3	1463
m.01c9t3_	3	20
m.01c9t3_	3	50
m.01c9t3_	3	32
m.01c9t3_	3	130
m.01c9t3_	3	1
m.01c9t3_	3	12
m.01c9t3_	3	1239
m.01c9t3_	3	1271
m.01c9t3_	3	1287
m.01c9t3_	3	18
m.01c9t3_	3	69
m.01c9t3_	3	130
m.01c9t3_	3	1744
m.01c9t3_	3	848
m.01c9t3_	3	173
m.01c9t3_	3	68
m.01c9t3_	3	227
m.01c9t3_	3	1393
m.01c9t3_	3	1463
m.01c9snx	3	20
m.01c9snx	3	50
m.01c9snx	3	32
m.01c9snx	3	130
m.01c9snx	3	1
m.01c9snx	3	12
m.01c9snx	3	1239
m.01c9snx	3	1271
m.01c9snx	3	1287
m.01c9snx	3	18
m.01c9snx	3	69
m.01c9snx	3	130
m.01c9snx	3	1744
m.01c9snx	3	848
m.01c9snx	3	173
m.01c9snx	3	68
m.01c9snx	3	227
m.01c9snx	3	1393
m.01c9snx	3	1463
m.0__kfqt	3	20
m.0__kfqt	3	50
m.0__kfqt	3	32
m.0__kfqt	3	130
m.0__kfqt	3	1
m.0__kfqt	3	12
m.0__kfqt	3	1239
m.0__kfqt	3	1271
m.0__kfqt	3	1287
m.0__kfqt	3	18
m.0__kfqt	3	69
m.0__kfqt	3	130
m.0__kfqt	3	1744
m.0__kfqt	3	848
m.0__kfqt	3	173
m.0__kfqt	3	68
m.0__kfqt	3	227
m.0__kfqt	3	1393
m.0__kfqt	3	1463
m.0drhjd2	3	20
m.0drhjd2	3	50
m.0drhjd2	3	32
m.0drhjd2	3	130
m.0drhjd2	3	1
m.0drhjd2	3	12
m.0drhjd2	3	1239
m.0drhjd2	3	1271
m.0drhjd2	3	1287
m.0drhjd2	3	18
m.0drhjd2	3	69
m.0drhjd2	3	130
m.0drhjd2	3	1744
m.0drhjd2	3	848
m.0drhjd2	3	173
m.0drhjd2	3	68
m.0drhjd2	3	227
m.0drhjd2	3	1393
m.0drhjd2	3	1463
m.0pxrqy	3	20
m.0pxrqy	3	1463
m.0pxrqy	3	1287
m.0pxrqy	3	68
m.0pxrqy	3	56
m.0pxrqy	3	19
m.0pxrqy	3	173
m.0pxrqy	3	143
m.0pxrqy	3	30
m.0pxrqy	3	230
m.0pxrqy	3	1902
m.0pxrqy	3	253
m.0pxrqy	3	55
m.0pxrqy	3	1487
m.0pxrqy	3	0
m.0lvqdx	3	20
m.0lvqdx	3	1463
m.0lvqdx	3	1287
m.0lvqdx	3	68
m.0lvqdx	3	56
m.0lvqdx	3	19
m.0lvqdx	3	173
m.0lvqdx	3	143
m.0lvqdx	3	30
m.0lvqdx	3	230
m.0lvqdx	3	1902
m.0lvqdx	3	253
m.0lvqdx	3	55
m.0lvqdx	3	1487
m.0lvqdx	3	0
m.0x99mg	3	20
m.0x99mg	3	1463
m.0x99mg	3	1287
m.0x99mg	3	68
m.0x99mg	3	56
m.0x99mg	3	19
m.0x99mg	3	173
m.0x99mg	3	143
m.0x99mg	3	30
m.0x99mg	3	230
m.0x99mg	3	1902
m.0x99mg	3	253
m.0x99mg	3	55
m.0x99mg	3	1487
m.0x99mg	3	0
m.0mksmn	3	20
m.0mksmn	3	1463
m.0mksmn	3	1287
m.0mksmn	3	68
m.0mksmn	3	56
m.0mksmn	3	19
m.0mksmn	3	173
m.0mksmn	3	143
m.0mksmn	3	30
m.0mksmn	3	230
m.0mksmn	3	1902
m.0mksmn	3	253
m.0mksmn	3	55
m.0mksmn	3	1487
m.0mksmn	3	0
m.0qrwgz	3	20
m.0qrwgz	3	1463
m.0qrwgz	3	1287
m.0qrwgz	3	68
m.0qrwgz	3	56
m.0qrwgz	3	19
m.0qrwgz	3	173
m.0qrwgz	3	143
m.0qrwgz	3	30
m.0qrwgz	3	230
m.0qrwgz	3	1902
m.0qrwgz	3	253
m.0qrwgz	3	55
m.0qrwgz	3	1487
m.0qrwgz	3	0
m.0tv7b5	3	20
m.0tv7b5	3	1463
m.0tv7b5	3	1287
m.0tv7b5	3	68
m.0tv7b5	3	56
m.0tv7b5	3	19
m.0tv7b5	3	173
m.0tv7b5	3	143
m.0tv7b5	3	30
m.0tv7b5	3	230
m.0tv7b5	3	1902
m.0tv7b5	3	253
m.0tv7b5	3	55
m.0tv7b5	3	1487
m.0tv7b5	3	0
m.0y0kws	3	20
m.0y0kws	3	1463
m.0y0kws	3	1287
m.0y0kws	3	68
m.0y0kws	3	56
m.0y0kws	3	19
m.0y0kws	3	173
m.0y0kws	3	143
m.0y0kws	3	30
m.0y0kws	3	230
m.0y0kws	3	1902
m.0y0kws	3	253
m.0y0kws	3	55
m.0y0kws	3	1487
m.0y0kws	3	0
m.0s74tf	3	20
m.0s74tf	3	1463
m.0s74tf	3	1287
m.0s74tf	3	68
m.0s74tf	3	56
m.0s74tf	3	19
m.0s74tf	3	173
m.0s74tf	3	143
m.0s74tf	3	30
m.0s74tf	3	230
m.0s74tf	3	1902
m.0s74tf	3	253
m.0s74tf	3	55
m.0s74tf	3	1487
m.0s74tf	3	0
m.0qcpk_	3	20
m.0qcpk_	3	1463
m.0qcpk_	3	1287
m.0qcpk_	3	68
m.0qcpk_	3	56
m.0qcpk_	3	19
m.0qcpk_	3	173
m.0qcpk_	3	143
m.0qcpk_	3	30
m.0qcpk_	3	230
m.0qcpk_	3	1902
m.0qcpk_	3	253
m.0qcpk_	3	55
m.0qcpk_	3	1487
m.0qcpk_	3	0
m.0tvnd6	3	20
m.0tvnd6	3	1463
m.0tvnd6	3	1287
m.0tvnd6	3	68
m.0tvnd6	3	56
m.0tvnd6	3	19
m.0tvnd6	3	173
m.0tvnd6	3	143
m.0tvnd6	3	30
m.0tvnd6	3	230
m.0tvnd6	3	1902
m.0tvnd6	3	253
m.0tvnd6	3	55
m.0tvnd6	3	1487
m.0tvnd6	3	0
m.0tv799	3	20
m.0tv799	3	1463
m.0tv799	3	1287
m.0tv799	3	68
m.0tv799	3	56
m.0tv799	3	19
m.0tv799	3	173
m.0tv799	3	143
m.0tv799	3	30
m.0tv799	3	230
m.0tv799	3	1902
m.0tv799	3	253
m.0tv799	3	55
m.0tv799	3	1487
m.0tv799	3	0
m.0rgmtc9	3	20
m.0rgmtc9	3	1463
m.0rgmtc9	3	1287
m.0rgmtc9	3	68
m.0rgmtc9	3	56
m.0rgmtc9	3	19
m.0rgmtc9	3	173
m.0rgmtc9	3	143
m.0rgmtc9	3	30
m.0rgmtc9	3	230
m.0rgmtc9	3	1902
m.0rgmtc9	3	253
m.0rgmtc9	3	55
m.0rgmtc9	3	1487
m.0rgmtc9	3	0
m.0nmzqmw	3	12
m.0nmzqmw	3	43
m.0nmzqmw	3	1239
m.0nmzqmw	3	39
m.0nmzqmw	3	25
m.0nmzqmw	3	1009
m.0nmzqmw	3	20
m.0nmzqmw	3	50
m.0nmzqmw	3	1479
m.0nmzqmw	3	7
m.0frnwv6	3	12
m.0frnwv6	3	43
m.0frnwv6	3	1239
m.0frnwv6	3	39
m.0frnwv6	3	25
m.0frnwv6	3	1009
m.0frnwv6	3	20
m.0frnwv6	3	50
m.0frnwv6	3	1479
m.0frnwv6	3	7
m.0vr5dn	3	12
m.0vr5dn	3	43
m.0vr5dn	3	1239
m.0vr5dn	3	39
m.0vr5dn	3	25
m.0vr5dn	3	1009
m.0vr5dn	3	20
m.0vr5dn	3	50
m.0vr5dn	3	1479
m.0vr5dn	3	7
m.0nm28k7	3	12
m.0nm28k7	3	43
m.0nm28k7	3	1239
m.0nm28k7	3	39
m.0nm28k7	3	25
m.0nm28k7	3	1009
m.0nm28k7	3	20
m.0nm28k7	3	50
m.0nm28k7	3	1479
m.0nm28k7	3	7
m.0m4lvx	3	12
m.0m4lvx	3	43
m.0m4lvx	3	1239
m.0m4lvx	3	39
m.0m4lvx	3	25
m.0m4lvx	3	1009
m.0m4lvx	3	20
m.0m4lvx	3	50
m.0m4lvx	3	1479
m.0m4lvx	3	7
m.0dpqr5z	3	12
m.0dpqr5z	3	43
m.0dpqr5z	3	1239
m.0dpqr5z	3	39
m.0dpqr5z	3	25
m.0dpqr5z	3	1009
m.0dpqr5z	3	20
m.0dpqr5z	3	50
m.0dpqr5z	3	1479
m.0dpqr5z	3	7
m.0dplcxq	3	12
m.0dplcxq	3	43
m.0dplcxq	3	1239
m.0dplcxq	3	39
m.0dplcxq	3	25
m.0dplcxq	3	1009
m.0dplcxq	3	20
m.0dplcxq	3	50
m.0dplcxq	3	1479
m.0dplcxq	3	7
m.0n13l8	3	12
m.0n13l8	3	43
m.0n13l8	3	1239
m.0n13l8	3	39
m.0n13l8	3	25
m.0n13l8	3	1009
m.0n13l8	3	20
m.0n13l8	3	50
m.0n13l8	3	1479
m.0n13l8	3	7
m.0n13m4	3	12
m.0n13m4	3	43
m.0n13m4	3	1239
m.0n13m4	3	39
m.0n13m4	3	25
m.0n13m4	3	1009
m.0n13m4	3	20
m.0n13m4	3	50
m.0n13m4	3	1479
m.0n13m4	3	7
m.0mdvw2	3	12
m.0mdvw2	3	43
m.0mdvw2	3	1239
m.0mdvw2	3	39
m.0mdvw2	3	25
m.0mdvw2	3	1009
m.0mdvw2	3	20
m.0mdvw2	3	50
m.0mdvw2	3	1479
m.0mdvw2	3	7
m.0zy6f1	3	12
m.0zy6f1	3	43
m.0zy6f1	3	1239
m.0zy6f1	3	39
m.0zy6f1	3	25
m.0zy6f1	3	1009
m.0zy6f1	3	20
m.0zy6f1	3	50
m.0zy6f1	3	1479
m.0zy6f1	3	7
m.0zy6dd	3	12
m.0zy6dd	3	43
m.0zy6dd	3	1239
m.0zy6dd	3	39
m.0zy6dd	3	25
m.0zy6dd	3	1009
m.0zy6dd	3	20
m.0zy6dd	3	50
m.0zy6dd	3	1479
m.0zy6dd	3	7
m.01dc5lf	3	34
m.01dc5lf	3	167
m.01dc5lf	3	1287
m.01dc5lf	3	46
m.01dc5lf	3	894
m.01dc5lf	3	19
m.01dc5lf	3	27
m.01dc5lf	3	20
m.01dc5lf	3	245
m.01dc5lf	3	13
m.01dc5lf	3	28
m.01dc5lf	3	26
m.01dc5lf	3	119
m.01dc5lf	3	1487
m.01dc5lf	3	68
m.01dc5lf	3	1463
m.01dc5lf	3	1261
m.01dc5lf	3	505
m.012r_f1	3	34
m.012r_f1	3	167
m.012r_f1	3	1287
m.012r_f1	3	46
m.012r_f1	3	894
m.012r_f1	3	19
m.012r_f1	3	27
m.012r_f1	3	20
m.012r_f1	3	245
m.012r_f1	3	13
m.012r_f1	3	28
m.012r_f1	3	26
m.012r_f1	3	119
m.012r_f1	3	1487
m.012r_f1	3	68
m.012r_f1	3	1463
m.012r_f1	3	1261
m.012r_f1	3	505
m.0lddw0	3	34
m.0lddw0	3	167
m.0lddw0	3	1287
m.0lddw0	3	46
m.0lddw0	3	894
m.0lddw0	3	19
m.0lddw0	3	27
m.0lddw0	3	20
m.0lddw0	3	245
m.0lddw0	3	13
m.0lddw0	3	28
m.0lddw0	3	26
m.0lddw0	3	119
m.0lddw0	3	1487
m.0lddw0	3	68
m.0lddw0	3	1463
m.0lddw0	3	1261
m.0lddw0	3	505
m.0nm9ptc	3	34
m.0nm9ptc	3	167
m.0nm9ptc	3	1287
m.0nm9ptc	3	46
m.0nm9ptc	3	894
m.0nm9ptc	3	19
m.0nm9ptc	3	27
m.0nm9ptc	3	20
m.0nm9ptc	3	245
m.0nm9ptc	3	13
m.0nm9ptc	3	28
m.0nm9ptc	3	26
m.0nm9ptc	3	119
m.0nm9ptc	3	1487
m.0nm9ptc	3	68
m.0nm9ptc	3	1463
m.0nm9ptc	3	1261
m.0nm9ptc	3	505
m.0mmky3	3	34
m.0mmky3	3	167
m.0mmky3	3	1287
m.0mmky3	3	46
m.0mmky3	3	894
m.0mmky3	3	19
m.0mmky3	3	27
m.0mmky3	3	20
m.0mmky3	3	245
m.0mmky3	3	13
m.0mmky3	3	28
m.0mmky3	3	26
m.0mmky3	3	119
m.0mmky3	3	1487
m.0mmky3	3	68
m.0mmky3	3	1463
m.0mmky3	3	1261
m.0mmky3	3	505
m.014yrrp	3	34
m.014yrrp	3	167
m.014yrrp	3	1287
m.014yrrp	3	46
m.014yrrp	3	894
m.014yrrp	3	19
m.014yrrp	3	27
m.014yrrp	3	20
m.014yrrp	3	245
m.014yrrp	3	13
m.014yrrp	3	28
m.014yrrp	3	26
m.014yrrp	3	119
m.014yrrp	3	1487
m.014yrrp	3	68
m.014yrrp	3	1463
m.014yrrp	3	1261
m.014yrrp	3	505
m.016f3j2	3	34
m.016f3j2	3	167
m.016f3j2	3	1287
m.016f3j2	3	46
m.016f3j2	3	894
m.016f3j2	3	19
m.016f3j2	3	27
m.016f3j2	3	20
m.016f3j2	3	245
m.016f3j2	3	13
